customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0174-7270,Female,0,No,No,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,74.69,4346.49,No
C0175-5156,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),89.44,3303.93,No
C0176-7452,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,91.88,4217.9,No
C0177-2451,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.64,1417.16,No
C0178-9104,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.32,1012.43,No
C0179-5508,Female,0,No,No,30,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.54,1792.6,No
C0180-9441,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,68.19,1092.46,No
C0181-2370,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.38,7135.75,Yes
C0182-5475,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,117.63,4481.64,No
C0183-7266,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.74,1189.49,Yes
C0184-5460,Male,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.58,156.97,No
C0185-5014,Male,0,No,Yes,57,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,93.32,5313.45,No
C0186-2495,Male,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,72.3,806.42,No
C0187-4428,Male,0,No,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.32,2193.8,No
C0188-3148,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.52,2753.68,No
C0189-3713,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.38,438.75,No
C0190-7152,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),121.46,2802.71,No
C0191-6671,Female,0,Yes,No,64,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.87,4647.31,No
C0192-6464,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.88,184.97,No
C0193-4255,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,99.66,5678.55,No
C0194-9636,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.89,3161.66,No
C0195-1788,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),129.69,1944.2,No
C0196-4082,Male,1,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),90.76,460.31,No
C0197-2061,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),105.36,2433.81,No
C0198-4050,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,103.92,1550.9,No
C0199-9656,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.69,1135.17,No
C0200-4296,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.24,4185.22,No
C0201-9176,Male,0,Yes,No,5,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.2,279.25,No
C0202-5455,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.58,3336.61,No
C0203-7296,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),102.64,7393.87,No
C0204-5116,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,107.35,1811.12,No
C0205-3392,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),128.24,4756.72,No
C0206-7877,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),121.66,614.82,Yes
C0207-9721,Female,0,No,No,14,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.09,939.77,No
C0208-3371,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.56,2236.49,No
C0209-8007,Male,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,95.33,1534.08,Yes
C0210-3349,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.1,1355.41,No
C0211-7451,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,109.34,1720.51,No
C0212-8100,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.43,263.22,No
C0213-5043,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.57,1032.8,No
C0214-7631,Male,1,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,122.07,4890.06,No
C0215-3449,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.87,2354.1,No
C0216-1713,Female,0,No,No,23,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.06,1429.99,No
C0217-1867,Female,1,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.68,3212.62,No
C0218-5022,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.57,2623.82,No
C0219-9122,Male,0,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.97,1928.5,No
C0220-2148,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.57,1243.06,Yes
C0221-5101,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),60.46,717.25,No
C0222-7335,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.8,731.49,Yes
C0223-2821,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,85.67,1432.27,No
C0224-7493,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.63,2280.4,No
C0225-3753,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.89,7253.35,Yes
C0226-8277,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,111.15,5683.82,No
C0227-6212,Female,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,633.93,No
C0228-5921,Female,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.36,1051.9,No
C0229-2590,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,117.15,5970.53,No
C0230-5168,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.28,3207.18,No
C0231-8708,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,115.49,3568.13,No
C0232-1175,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.68,3674.13,No
C0233-7825,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.54,1212.84,No
C0234-5434,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.61,3191.35,No
C0235-7474,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),104.55,2403.27,No
C0236-6969,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),103.89,1254.09,No
C0237-4888,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),114.43,4997.41,No
C0238-3777,Female,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.59,852.62,No
C0239-6645,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.79,3180.14,Yes
C0240-2261,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,119.78,3251.01,No
C0241-6256,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,93.91,3473.44,No
C0242-1852,Male,1,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.09,2672.77,No
C0243-6847,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),115.15,506.08,No
C0244-6658,Female,0,Yes,Yes,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.27,3174.4,Yes
C0245-1759,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.97,3584.21,Yes
C0246-7816,Female,0,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1084.7,No
C0247-4741,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.22,1142.31,No
C0248-8081,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.93,108.19,Yes
C0249-1374,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,118.91,5229.37,Yes
C0250-2614,Female,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),105.71,4444.36,No
C0251-5445,Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.83,2390.8,No
C0252-2693,Female,1,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.71,5476.43,No
C0253-3968,Female,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,15.47,No
C0254-6944,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.49,272.06,Yes
C0255-2300,Female,1,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),114.67,805.84,No
C0256-7098,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),106.72,4991.57,No
C0257-1930,Male,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.07,6774.68,No
C0258-2576,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.96,2496.29,Yes
C0259-6288,Male,1,Yes,No,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.22,4553.39,No
C0260-8140,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,48.93,583.26,No
C0261-2535,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.11,359.52,No
C0262-3699,Female,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.92,74.68,Yes
C0263-9325,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.55,4118.91,Yes
C0264-9906,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),110.52,6738.07,No
C0265-6228,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.91,625.69,Yes
C0266-5022,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),59.32,738.2,No
C0267-4121,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,124.7,2000.53,No
C0268-6511,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),124.27,1018.14,Yes
C0269-6317,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,81.4,2747.87,No
C0270-3652,Female,0,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.73,340.33,No
C0271-1205,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,88.41,5967.54,No
C0272-2363,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),87.34,1110.98,Yes
C0273-9626,Male,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.67,2459.14,No
C0274-4762,Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),115.85,588.63,No
C0275-5340,Male,0,Yes,Yes,14,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,56.09,781.93,Yes
C0276-5203,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.33,3136.08,No
C0277-8043,Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.72,2586.39,No
C0278-1584,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,95.06,6859.43,No
C0279-1744,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,106.83,3537.38,No
C0280-3482,Male,1,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.94,1670.68,No
C0281-5379,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.53,678.97,Yes
C0282-7039,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,106.29,1155.41,No
C0283-5415,Female,1,No,No,16,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.12,1407.7,No
C0284-4970,Male,0,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.75,2172.5,Yes
C0285-9439,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),122.3,2812.71,No
C0286-2449,Female,0,No,No,34,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.41,2839.52,Yes
C0287-6144,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.05,3646.76,Yes
C0288-5879,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,101.14,2634.29,No
C0289-5260,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.81,4601.17,No
C0290-8267,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.36,983.0,No
C0291-3402,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.8,7811.42,Yes
C0292-9583,Female,1,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),103.13,2561.97,Yes
C0293-3983,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.81,7130.13,No
C0294-5904,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.98,929.96,No
C0295-5685,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.14,782.71,No
C0296-8647,Male,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.02,474.31,No
C0297-4949,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,106.67,862.56,No
C0298-3560,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.03,5341.16,No
C0299-1194,Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,133.11,1595.58,Yes
C0300-4272,Male,0,No,No,33,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.33,2691.37,Yes
C0301-8435,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),73.78,500.29,No
C0302-1089,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,121.24,8722.98,Yes
C0303-9064,Female,0,Yes,Yes,55,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),79.33,4375.26,No
C0304-5884,Female,0,No,No,52,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.88,3009.13,Yes
C0305-2262,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,92.27,2644.77,No
C0306-3719,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.63,2183.15,No
C0307-5985,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,113.45,1711.55,No
C0308-3840,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.57,2860.64,No
C0309-1977,Female,1,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.78,380.32,No
C0310-6993,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,113.1,4733.97,No
C0311-7049,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,97.49,1149.01,No
C0312-2069,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,101.75,705.55,Yes
C0313-3530,Female,0,No,No,18,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,93.09,1687.99,No
C0314-3194,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,105.94,2000.92,Yes
C0315-6934,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.64,998.12,No
