customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,service_count,avg_monthly_spend
C0145-8679,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,135.41,975.4,Yes,0-12 months,6,139.34285714285713
C0146-1312,Female,0,No,No,35,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.29,3565.99,No,25-48 months,5,101.88542857142856
C0147-3105,Female,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,79.72,4066.17,No,49-72 months,4,79.72882352941177
C0148-8394,Male,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,89.57,716.13,Yes,0-12 months,3,89.51625
C0149-1524,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,107.77,2184.3,No,13-24 months,5,109.215
C0150-8700,Male,0,No,Yes,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.93,2300.68,Yes,25-48 months,2,85.21037037037037
C0151-3532,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,106.75,5017.73,No,25-48 months,5,106.76021276595743
C0152-9257,Male,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.51,2557.03,Yes,25-48 months,1,53.271458333333335
C0153-3642,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),103.87,430.04,No,0-12 months,7,107.51
C0154-4908,Male,1,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,81.45,5855.44,No,49-72 months,4,81.32555555555555
C0155-6956,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),96.62,3670.31,No,25-48 months,5,96.5871052631579
C0156-2136,Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),92.47,2326.57,No,25-48 months,2,93.06280000000001
C0157-6012,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,91.16,4179.65,No,25-48 months,2,90.86195652173912
C0158-5544,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.32,6967.33,No,49-72 months,3,99.53328571428571
C0159-8054,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,73.0,1627.85,No,13-24 months,2,73.99318181818181
C0160-9963,Female,1,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,112.6,2262.37,Yes,13-24 months,5,113.1185
C0161-6978,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,114.94,795.26,Yes,0-12 months,4,113.60857142857142
C0162-4682,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.56,726.05,No,13-24 months,1,36.302499999999995
C0163-4657,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),124.08,4974.79,No,25-48 months,7,124.36975
C0164-4761,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.23,732.08,No,13-24 months,2,36.604
C0165-8325,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,104.35,2024.36,No,13-24 months,6,106.54526315789474
C0166-3890,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,117.91,8476.61,No,49-72 months,5,117.73069444444445
C0167-2502,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,113.31,3637.27,No,25-48 months,4,113.6646875
C0168-4008,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.61,1231.65,No,25-48 months,1,38.4890625
C0169-1204,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,113.46,4498.85,No,25-48 months,4,112.47125000000001
C0170-1955,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,104.35,5552.91,No,49-72 months,4,104.77188679245283
C0171-1810,Female,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,489.2,No,25-48 months,0,18.118518518518517
C0172-7943,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,106.96,1199.52,No,0-12 months,5,109.04727272727273
C0173-7500,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.15,3831.31,Yes,25-48 months,6,103.54891891891891
C0174-7270,Female,0,No,No,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,74.69,4346.49,No,49-72 months,3,74.93948275862068
C0175-5156,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),89.44,3303.93,No,25-48 months,6,89.2954054054054
C0176-7452,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,91.88,4217.9,No,25-48 months,2,91.69347826086955
C0177-2451,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.64,1417.16,No,13-24 months,3,74.58736842105263
C0178-9104,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.32,1012.43,No,13-24 months,4,77.87923076923076
C0179-5508,Female,0,No,No,30,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.54,1792.6,No,25-48 months,2,59.75333333333333
C0180-9441,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,68.19,1092.46,No,13-24 months,2,68.27875
C0181-2370,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.38,7135.75,Yes,49-72 months,3,100.50352112676056
C0182-5475,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,117.63,4481.64,No,25-48 months,5,117.93789473684211
C0183-7266,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.74,1189.49,Yes,13-24 months,2,69.97
C0184-5460,Male,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.58,156.97,No,0-12 months,0,17.441111111111113
C0185-5014,Male,0,No,Yes,57,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,93.32,5313.45,No,49-72 months,4,93.21842105263157
C0186-2495,Male,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,72.3,806.42,No,0-12 months,4,73.31090909090909
C0187-4428,Male,0,No,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.32,2193.8,No,25-48 months,4,84.37692307692308
C0188-3148,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.52,2753.68,No,25-48 months,3,86.0525
C0189-3713,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.38,438.75,No,0-12 months,2,39.88636363636363
C0190-7152,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),121.46,2802.71,No,13-24 months,4,121.85695652173914
C0191-6671,Female,0,Yes,No,64,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.87,4647.31,No,49-72 months,2,72.61421875
C0192-6464,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.88,184.97,No,0-12 months,1,30.828333333333333
C0193-4255,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,99.66,5678.55,No,49-72 months,3,99.62368421052632
C0194-9636,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.89,3161.66,No,25-48 months,3,105.38866666666667
C0195-1788,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),129.69,1944.2,No,13-24 months,5,129.61333333333334
C0196-4082,Male,1,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),90.76,460.31,No,0-12 months,4,92.062
C0197-2061,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),105.36,2433.81,No,13-24 months,3,105.81782608695652
C0198-4050,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,103.92,1550.9,No,13-24 months,3,103.39333333333335
C0199-9656,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.69,1135.17,No,13-24 months,2,49.35521739130435
C0200-4296,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.24,4185.22,No,25-48 months,6,102.07853658536585
C0201-9176,Male,0,Yes,No,5,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.2,279.25,No,0-12 months,2,55.85
C0202-5455,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.58,3336.61,No,25-48 months,5,115.05551724137932
C0203-7296,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),102.64,7393.87,No,49-72 months,3,102.6926388888889
C0204-5116,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,107.35,1811.12,No,13-24 months,4,106.53647058823529
C0205-3392,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),128.24,4756.72,No,25-48 months,5,128.56
C0206-7877,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),121.66,614.82,Yes,0-12 months,5,122.96400000000001
C0207-9721,Female,0,No,No,14,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.09,939.77,No,13-24 months,3,67.12642857142858
C0208-3371,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.56,2236.49,No,49-72 months,0,33.88621212121212
C0209-8007,Male,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,95.33,1534.08,Yes,13-24 months,4,95.88
C0210-3349,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.1,1355.41,No,25-48 months,1,35.668684210526315
C0211-7451,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,109.34,1720.51,No,13-24 months,4,107.531875
C0212-8100,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.43,263.22,No,0-12 months,1,37.60285714285715
C0213-5043,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.57,1032.8,No,13-24 months,2,49.18095238095238
C0214-7631,Male,1,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,122.07,4890.06,No,25-48 months,5,122.25150000000001
C0215-3449,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.87,2354.1,No,49-72 months,1,41.3
C0216-1713,Female,0,No,No,23,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.06,1429.99,No,13-24 months,2,62.173478260869565
C0217-1867,Female,1,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.68,3212.62,No,25-48 months,3,86.82756756756757
C0218-5022,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.57,2623.82,No,25-48 months,3,97.17851851851853
C0219-9122,Male,0,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.97,1928.5,No,25-48 months,3,66.5
C0220-2148,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.57,1243.06,Yes,0-12 months,4,113.00545454545454
C0221-5101,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),60.46,717.25,No,0-12 months,3,59.770833333333336
C0222-7335,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.8,731.49,Yes,0-12 months,5,91.43625
C0223-2821,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,85.67,1432.27,No,13-24 months,3,84.25117647058823
C0224-7493,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.63,2280.4,No,49-72 months,2,44.71372549019608
C0225-3753,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.89,7253.35,Yes,49-72 months,5,100.74097222222223
C0226-8277,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,111.15,5683.82,No,49-72 months,3,111.44745098039215
C0227-6212,Female,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,633.93,No,25-48 months,0,17.609166666666667
C0228-5921,Female,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.36,1051.9,No,25-48 months,2,40.45769230769231
C0229-2590,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,117.15,5970.53,No,49-72 months,6,117.0692156862745
C0230-5168,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.28,3207.18,No,49-72 months,2,44.54416666666666
C0231-8708,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,115.49,3568.13,No,25-48 months,4,115.10096774193549
C0232-1175,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.68,3674.13,No,25-48 months,3,91.85325
C0233-7825,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.54,1212.84,No,25-48 months,2,37.90125
C0234-5434,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.61,3191.35,No,49-72 months,2,44.324305555555554
C0235-7474,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),104.55,2403.27,No,13-24 months,4,104.49
C0236-6969,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),103.89,1254.09,No,0-12 months,4,104.5075
C0237-4888,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),114.43,4997.41,No,25-48 months,5,113.5775
C0238-3777,Female,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.59,852.62,No,0-12 months,3,71.05166666666666
C0239-6645,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.79,3180.14,Yes,25-48 months,4,96.36787878787878
C0240-2261,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,119.78,3251.01,No,25-48 months,5,120.40777777777778
C0241-6256,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,93.91,3473.44,No,25-48 months,2,93.87675675675676
C0242-1852,Male,1,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.09,2672.77,No,25-48 months,6,95.45607142857143
C0243-6847,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),115.15,506.08,No,0-12 months,3,126.52
C0244-6658,Female,0,Yes,Yes,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.27,3174.4,Yes,25-48 months,2,77.42439024390244
C0245-1759,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.97,3584.21,Yes,25-48 months,4,105.41794117647059
C0246-7816,Female,0,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1084.7,No,49-72 months,0,18.078333333333333
C0247-4741,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.22,1142.31,No,13-24 months,7,87.86999999999999
C0248-8081,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.93,108.19,Yes,0-12 months,1,36.06333333333333
C0249-1374,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,118.91,5229.37,Yes,25-48 months,5,118.84931818181818
C0250-2614,Female,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),105.71,4444.36,No,25-48 months,5,105.81809523809522
C0251-5445,Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.83,2390.8,No,25-48 months,3,59.77
C0252-2693,Female,1,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.71,5476.43,No,49-72 months,3,76.06152777777778
C0253-3968,Female,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,15.47,No,0-12 months,0,15.47
C0254-6944,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.49,272.06,Yes,0-12 months,4,90.68666666666667
C0255-2300,Female,1,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),114.67,805.84,No,0-12 months,6,115.12
C0256-7098,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),106.72,4991.57,No,25-48 months,5,106.20361702127659
C0257-1930,Male,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.07,6774.68,No,49-72 months,4,105.854375
C0258-2576,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.96,2496.29,Yes,25-48 months,3,89.15321428571428
C0259-6288,Male,1,Yes,No,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.22,4553.39,No,25-48 months,6,111.05829268292683
